x	y	c
0	 0	 0.744352
1	 0	 0.630222
2	 0	 0.479887
3	 0	 0.509319
4	 0	 0.356463
5	 0	 0.528802
6	 0	 0.247579
7	 0	 0.709627
8	 0	 0.272965
9	 0	 0.185882
10	 0	 0.621405
11	 0	 0.230324
12	 0	 0.325683
13	 0	 0.345681
14	 0	 0.422085
15	 0	 0.229025
16	 0	 0.00310967
17	 0	 0.125843
18	 0	 0.206082
19	 0	 0.454598
20	 0	 0.354002
21	 0	 0.548547
22	 0	 0.104769
23	 0	 0.876908
24	 0	 0.0102543
25	 0	 0.821259
26	 0	 0.775163
27	 0	 0.487535
28	 0	 0.104216
29	 0	 0.346056
30	 0	 0.539627
31	 0	 0.74501
0	 1	 0.730118
1	 1	 0.415703
2	 1	 0.226987
3	 1	 0.205734
4	 1	 0.10078
5	 1	 0.369653
6	 1	 0.0346144
7	 1	 0.373237
8	 1	 0.475747
9	 1	 0.675604
10	 1	 0.595132
11	 1	 0.147352
12	 1	 0.0717718
13	 1	 0.137284
14	 1	 0.353093
15	 1	 0.0578566
16	 1	 0.235189
17	 1	 0.61596
18	 1	 0.568905
19	 1	 0.574114
20	 1	 0.118221
21	 1	 0.552314
22	 1	 0.476803
23	 1	 0.183521
24	 1	 0.312019
25	 1	 0.340325
26	 1	 0.701297
27	 1	 0.646462
28	 1	 0.579917
29	 1	 0.376524
30	 1	 0.484966
31	 1	 0.479116
0	 2	 0.862213
1	 2	 0.549252
2	 2	 0.599227
3	 2	 0.711916
4	 2	 0.0755107
5	 2	 0.445435
6	 2	 0.229993
7	 2	 0.370975
8	 2	 0.467067
9	 2	 0.62997
10	 2	 0.643755
11	 2	 0.496369
12	 2	 0.587845
13	 2	 0.0603355
14	 2	 0.367715
15	 2	 0.209676
16	 2	 0.79464
17	 2	 0.976284
18	 2	 0.824957
19	 2	 0.727485
20	 2	 0.381529
21	 2	 0.562255
22	 2	 0.653703
23	 2	 0.199815
24	 2	 0.682792
25	 2	 0.552276
26	 2	 0.607646
27	 2	 0.475883
28	 2	 0.944467
29	 2	 0.352517
30	 2	 0.562001
31	 2	 0.708281
0	 3	 0.823404
1	 3	 0.250661
2	 3	 0.617732
3	 3	 0.910042
4	 3	 0.722081
5	 3	 0.864274
6	 3	 0.504207
7	 3	 0.147396
8	 3	 0.338546
9	 3	 0.247811
10	 3	 0.572823
11	 3	 0.364897
12	 3	 0.274902
13	 3	 0.0117092
14	 3	 0.436667
15	 3	 0.758093
16	 3	 0.948367
17	 3	 0.732281
18	 3	 0.511854
19	 3	 0.500727
20	 3	 0.0315231
21	 3	 0.152795
22	 3	 0.691435
23	 3	 0.674561
24	 3	 0.61138
25	 3	 0.52719
26	 3	 0.177238
27	 3	 0.540611
28	 3	 0.826989
29	 3	 0.633337
30	 3	 0.497805
31	 3	 0.644269
0	 4	 0.877091
1	 4	 0.175345
2	 4	 0.437041
3	 4	 0.76342
4	 4	 0.927857
5	 4	 0.928855
6	 4	 0.739574
7	 4	 0.39077
8	 4	 0.243104
9	 4	 0.486732
10	 4	 0.813962
11	 4	 0.581401
12	 4	 0.345136
13	 4	 0.37434
14	 4	 0.238384
15	 4	 0.448849
16	 4	 0.791874
17	 4	 0.636389
18	 4	 0.860677
19	 4	 0.817252
20	 4	 0.690458
21	 4	 0.47703
22	 4	 0.678355
23	 4	 0.472333
24	 4	 0.177237
25	 4	 0.612615
26	 4	 0.0344414
27	 4	 0.604973
28	 4	 0.738358
29	 4	 0.443566
30	 4	 0.355021
31	 4	 0.655285
0	 5	 0.755944
1	 5	 0.668026
2	 5	 0.483449
3	 5	 0.567231
4	 5	 0.767352
5	 5	 0.29753
6	 5	 0.0366795
7	 5	 0.0820999
8	 5	 0.584044
9	 5	 0.864272
10	 5	 0.694322
11	 5	 0.765743
12	 5	 0.466975
13	 5	 0.593668
14	 5	 0.296719
15	 5	 0.297686
16	 5	 0.354229
17	 5	 0.215782
18	 5	 0.274674
19	 5	 0.0568653
20	 5	 0.62356
21	 5	 0.0436833
22	 5	 0.424039
23	 5	 0.830148
24	 5	 0.701372
25	 5	 0.702271
26	 5	 0.44442
27	 5	 0.63948
28	 5	 0.606024
29	 5	 0.108195
30	 5	 0.181534
31	 5	 0.453317
0	 6	 0.80958
1	 6	 0.723589
2	 6	 0.796571
3	 6	 0.799859
4	 6	 0.752682
5	 6	 0.834852
6	 6	 0.642318
7	 6	 0.296851
8	 6	 0.790398
9	 6	 0.464624
10	 6	 0.153701
11	 6	 0.285415
12	 6	 0.0707846
13	 6	 0.376907
14	 6	 0.519746
15	 6	 0.364627
16	 6	 0.684889
17	 6	 0.796122
18	 6	 0.440294
19	 6	 0.450575
20	 6	 0.869714
21	 6	 0.598138
22	 6	 0.365013
23	 6	 0.710865
24	 6	 0.353793
25	 6	 0.881656
26	 6	 0.573035
27	 6	 0.0704005
28	 6	 0.0716905
29	 6	 0.310653
30	 6	 0.569823
31	 6	 0.882911
0	 7	 0.195972
1	 7	 0.341032
2	 7	 0.780812
3	 7	 0.807389
4	 7	 0.314775
5	 7	 0.580853
6	 7	 0.169917
7	 7	 0.19789
8	 7	 0.823182
9	 7	 0.349231
10	 7	 0.238806
11	 7	 0.0451498
12	 7	 0.289425
13	 7	 0.0777669
14	 7	 0.370557
15	 7	 0.22561
16	 7	 0.889923
17	 7	 0.788465
18	 7	 0.564038
19	 7	 0.822741
20	 7	 0.657048
21	 7	 0.672986
22	 7	 0.70224
23	 7	 0.86964
24	 7	 0.482281
25	 7	 0.246384
26	 7	 0.65406
27	 7	 0.749785
28	 7	 0.564186
29	 7	 0.353269
30	 7	 0.710259
31	 7	 0.684561
0	 8	 0.498381
1	 8	 0.539548
2	 8	 0.699819
3	 8	 0.645613
4	 8	 0.199702
5	 8	 0.694067
6	 8	 0.91781
7	 8	 0.225285
8	 8	 0.0841644
9	 8	 0.271341
10	 8	 0.199824
11	 8	 0.364123
12	 8	 0.632888
13	 8	 0.543947
14	 8	 0.726434
15	 8	 0.395591
16	 8	 0.400896
17	 8	 0.398768
18	 8	 0.372231
19	 8	 0.697252
20	 8	 0.18683
21	 8	 0.158843
22	 8	 0.554816
23	 8	 0.713079
24	 8	 0.343278
25	 8	 0.440413
26	 8	 0.669639
27	 8	 0.958627
28	 8	 0.675048
29	 8	 0.384284
30	 8	 0.664337
31	 8	 0.538887
0	 9	 0.859512
