x	y	c
0	 0	 0.548378
1	 0	 0.366327
2	 0	 0.252058
3	 0	 0.206378
4	 0	 0.194628
5	 0	 0.196073
6	 0	 0.203143
7	 0	 0.21379
8	 0	 0.2263
9	 0	 0.236734
10	 0	 0.240238
11	 0	 0.23509
12	 0	 0.224524
13	 0	 0.214012
14	 0	 0.207958
15	 0	 0.209709
16	 0	 0.223077
17	 0	 0.250771
18	 0	 0.286549
19	 0	 0.310999
20	 0	 0.307
21	 0	 0.276892
22	 0	 0.239302
23	 0	 0.213399
24	 0	 0.212176
25	 0	 0.255388
26	 0	 0.380175
27	 0	 0.577316
28	 0	 0.731354
29	 0	 0.790857
30	 0	 0.782958
31	 0	 0.707546
0	 1	 0.642726
1	 1	 0.492751
2	 1	 0.364906
3	 1	 0.290041
4	 1	 0.253974
5	 1	 0.237085
6	 1	 0.229438
7	 1	 0.227893
8	 1	 0.230355
9	 1	 0.233394
10	 1	 0.233414
11	 1	 0.228868
12	 1	 0.221169
13	 1	 0.213581
14	 1	 0.209674
15	 1	 0.212688
16	 1	 0.224912
17	 1	 0.245442
18	 1	 0.266709
19	 1	 0.27556
20	 1	 0.263995
21	 1	 0.238093
22	 1	 0.211979
23	 1	 0.19616
24	 1	 0.197386
25	 1	 0.231764
26	 1	 0.337274
27	 1	 0.527567
28	 1	 0.701718
29	 1	 0.78203
30	 1	 0.792199
31	 1	 0.749192
0	 2	 0.734186
1	 2	 0.6463
2	 2	 0.546289
3	 2	 0.459954
4	 2	 0.392285
5	 2	 0.337198
6	 2	 0.293137
7	 2	 0.263732
8	 2	 0.248645
9	 2	 0.2419
10	 2	 0.237067
11	 2	 0.230765
12	 2	 0.223337
13	 2	 0.218006
14	 2	 0.2197
15	 2	 0.233533
16	 2	 0.26127
17	 2	 0.296487
18	 2	 0.324109
19	 2	 0.328245
20	 2	 0.30406
21	 2	 0.26309
22	 2	 0.224431
23	 2	 0.200232
24	 2	 0.194324
25	 2	 0.216568
26	 2	 0.299835
27	 2	 0.474906
28	 2	 0.666086
29	 2	 0.770646
30	 2	 0.799955
31	 2	 0.786084
0	 3	 0.793
1	 3	 0.758453
2	 3	 0.710183
3	 3	 0.652123
4	 3	 0.581337
5	 3	 0.493063
6	 3	 0.397526
7	 3	 0.320775
8	 3	 0.275965
9	 3	 0.254447
10	 3	 0.243105
11	 3	 0.234525
12	 3	 0.228068
13	 3	 0.228765
14	 3	 0.246129
15	 3	 0.289814
16	 3	 0.357692
17	 3	 0.428661
18	 3	 0.47518
19	 3	 0.479037
20	 3	 0.436516
21	 3	 0.36111
22	 3	 0.282319
23	 3	 0.227203
24	 3	 0.202934
25	 3	 0.210849
26	 3	 0.273851
27	 3	 0.430074
28	 3	 0.631195
29	 3	 0.758487
30	 3	 0.804449
31	 3	 0.809726
0	 4	 0.820959
1	 4	 0.811632
2	 4	 0.795415
3	 4	 0.768629
4	 4	 0.71903
5	 4	 0.628598
6	 4	 0.49963
7	 4	 0.377499
8	 4	 0.300941
9	 4	 0.264229
10	 4	 0.247116
11	 4	 0.23767
12	 4	 0.235191
13	 4	 0.249318
14	 4	 0.298232
15	 4	 0.39366
16	 4	 0.512505
17	 4	 0.610388
18	 4	 0.663037
19	 4	 0.667079
20	 4	 0.62065
21	 4	 0.5224
22	 4	 0.393733
23	 4	 0.284486
24	 4	 0.225916
25	 4	 0.215107
26	 4	 0.260691
27	 4	 0.398575
28	 4	 0.602145
29	 4	 0.747281
30	 4	 0.80619
31	 4	 0.821959
0	 5	 0.832105
1	 5	 0.830699
2	 5	 0.824901
3	 5	 0.810176
4	 5	 0.772313
5	 5	 0.686264
6	 5	 0.54462
7	 5	 0.400158
8	 5	 0.307999
9	 5	 0.264907
10	 5	 0.246545
11	 5	 0.239176
12	 5	 0.244374
13	 5	 0.279307
14	 5	 0.371154
15	 5	 0.518026
16	 5	 0.658351
17	 5	 0.744782
18	 5	 0.78187
19	 5	 0.784888
20	 5	 0.753739
21	 5	 0.670751
22	 5	 0.525179
23	 5	 0.364721
24	 5	 0.261719
25	 5	 0.227651
26	 5	 0.257751
27	 5	 0.379104
28	 5	 0.579045
29	 5	 0.73667
30	 5	 0.805744
31	 5	 0.827391
0	 6	 0.834107
1	 6	 0.833259
2	 6	 0.826567
3	 6	 0.808222
4	 6	 0.762158
5	 6	 0.663951
6	 6	 0.514933
7	 6	 0.374811
8	 6	 0.291549
9	 6	 0.255195
10	 6	 0.241297
11	 6	 0.238562
12	 6	 0.252997
13	 6	 0.309796
14	 6	 0.43977
15	 6	 0.614226
16	 6	 0.744342
17	 6	 0.806074
18	 6	 0.827913
19	 6	 0.829665
20	 6	 0.81151
21	 6	 0.752803
22	 6	 0.620527
23	 6	 0.436542
24	 6	 0.298031
25	 6	 0.242673
26	 6	 0.259394
27	 6	 0.364855
28	 6	 0.555603
29	 6	 0.721902
30	 6	 0.801025
31	 6	 0.827484
0	 7	 0.824976
1	 7	 0.819906
2	 7	 0.803037
3	 7	 0.76571
4	 7	 0.691475
5	 7	 0.569768
6	 7	 0.427035
7	 7	 0.317851
8	 7	 0.261823
9	 7	 0.240267
10	 7	 0.233603
11	 7	 0.23568
12	 7	 0.256801
13	 7	 0.327311
14	 7	 0.477666
15	 7	 0.659753
16	 7	 0.777042
17	 7	 0.824766
18	 7	 0.839474
19	 7	 0.839795
20	 7	 0.825354
21	 7	 0.776281
22	 7	 0.654604
23	 7	 0.468068
24	 7	 0.317098
25	 7	 0.25188
26	 7	 0.259091
27	 7	 0.347282
28	 7	 0.521173
29	 7	 0.692324
30	 7	 0.784428
31	 7	 0.817685
0	 8	 0.788492
1	 8	 0.772181
2	 8	 0.732389
3	 8	 0.661446
4	 8	 0.555591
5	 8	 0.431251
6	 8	 0.324955
7	 8	 0.261499
8	 8	 0.234748
9	 8	 0.226918
10	 8	 0.226121
11	 8	 0.230777
12	 8	 0.252888
13	 8	 0.323178
14	 8	 0.472647
15	 8	 0.6546
16	 8	 0.772433
17	 8	 0.82006
18	 8	 0.833496
19	 8	 0.830922
20	 8	 0.810924
21	 8	 0.753132
22	 8	 0.625658
23	 8	 0.447122
24	 8	 0.309604
25	 8	 0.250528
26	 8	 0.25336
27	 8	 0.321639
28	 8	 0.466818
29	 8	 0.632103
30	 8	 0.738352
31	 8	 0.781739
0	 9	 0.688516
1	 9	 0.654151
2	 9	 0.588239
3	 9	 0.497191
4	 9	 0.396946
5	 9	 0.31071
6	 9	 0.254548
7	 9	 0.227695
8	 9	 0.219248
9	 9	 0.218712
10	 9	 0.220283
11	 9	 0.224553
12	 9	 0.242084
13	 9	 0.299096
14	 9	 0.427274
15	 9	 0.600392
16	 9	 0.729756
17	 9	 0.788871
18	 9	 0.804451
19	 9	 0.794421
20	 9	 0.756742
21	 9	 0.674243
22	 9	 0.536433
23	 9	 0.383844
24	 9	 0.282227
25	 9	 0.241673
26	 9	 0.244439
27	 9	 0.291445
28	 9	 0.395247
29	 9	 0.530923
30	 9	 0.636854
31	 9	 0.686396
0	 10	 0.511695
1	 10	 0.471029
2	 10	 0.410745
3	 10	 0.346289
4	 10	 0.291078
5	 10	 0.252439
6	 10	 0.230322
7	 10	 0.220127
8	 10	 0.216712
9	 10	 0.216218
10	 10	 0.216405
11	 10	 0.218091
12	 10	 0.228535
13	 10	 0.266352
14	 10	 0.359108
15	 10	 0.504406
16	 10	 0.637635
17	 10	 0.710071
18	 10	 0.726263
19	 10	 0.700286
20	 10	 0.635366
21	 10	 0.532549
22	 10	 0.41038
23	 10	 0.308676
24	 10	 0.252449
25	 10	 0.233437
26	 10	 0.238364
27	 10	 0.266889
28	 10	 0.326583
29	 10	 0.409872
30	 10	 0.483352
31	 10	 0.518833
0	 11	 0.344958
1	 11	 0.32019
2	 11	 0.294493
