x	y	c
0	 0	 0.772775
1	 0	 0.660754
2	 0	 0.489575
3	 0	 0.328179
4	 0	 0.231094
5	 0	 0.190347
6	 0	 0.179228
7	 0	 0.180588
8	 0	 0.18588
9	 0	 0.190347
10	 0	 0.191468
11	 0	 0.189185
12	 0	 0.185401
13	 0	 0.182488
14	 0	 0.182353
15	 0	 0.186633
16	 0	 0.196935
17	 0	 0.213834
18	 0	 0.233875
19	 0	 0.247735
20	 0	 0.24653
21	 0	 0.230677
22	 0	 0.209407
23	 0	 0.194413
24	 0	 0.199572
25	 0	 0.252612
26	 0	 0.398126
27	 0	 0.611501
28	 0	 0.762104
29	 0	 0.8213
30	 0	 0.834348
31	 0	 0.821593
0	 1	 0.813208
1	 1	 0.752463
2	 1	 0.631548
3	 1	 0.467145
4	 1	 0.32061
5	 1	 0.23206
6	 1	 0.19361
7	 1	 0.181825
8	 1	 0.18052
9	 1	 0.181842
10	 1	 0.182592
11	 1	 0.182105
12	 1	 0.181234
13	 1	 0.181727
14	 1	 0.185915
15	 1	 0.196148
16	 1	 0.212937
17	 1	 0.232538
18	 1	 0.246831
19	 1	 0.247389
20	 1	 0.232309
21	 1	 0.208877
22	 1	 0.187407
23	 1	 0.174858
24	 1	 0.178564
25	 1	 0.22061
26	 1	 0.350044
27	 1	 0.569961
28	 1	 0.744681
29	 1	 0.817784
30	 1	 0.837866
31	 1	 0.83573
0	 2	 0.834456
1	 2	 0.807399
2	 2	 0.7427
3	 2	 0.621627
4	 2	 0.459999
5	 2	 0.315196
6	 2	 0.229292
7	 2	 0.193691
8	 2	 0.182672
9	 2	 0.180294
10	 2	 0.180031
11	 2	 0.180132
12	 2	 0.181413
13	 2	 0.186867
14	 2	 0.201869
15	 2	 0.232094
16	 2	 0.275994
17	 2	 0.319369
18	 2	 0.342594
19	 2	 0.333222
20	 2	 0.294062
21	 2	 0.243185
22	 2	 0.201472
23	 2	 0.178178
24	 2	 0.175257
25	 2	 0.207224
26	 2	 0.319818
27	 2	 0.535622
28	 2	 0.727613
29	 2	 0.813379
30	 2	 0.839099
31	 2	 0.842861
0	 3	 0.845036
1	 3	 0.834753
2	 3	 0.80629
3	 3	 0.738182
4	 3	 0.607151
5	 3	 0.432213
6	 3	 0.288595
7	 3	 0.215858
8	 3	 0.189493
9	 3	 0.181708
10	 3	 0.17988
11	 3	 0.18052
12	 3	 0.185248
13	 3	 0.200971
14	 3	 0.24113
15	 3	 0.317196
16	 3	 0.414975
17	 3	 0.496876
18	 3	 0.534025
19	 3	 0.516004
20	 3	 0.445572
21	 3	 0.344564
22	 3	 0.253352
23	 3	 0.199393
24	 3	 0.182
25	 3	 0.203817
26	 3	 0.301739
27	 3	 0.508414
28	 3	 0.71182
29	 3	 0.808946
30	 3	 0.839562
31	 3	 0.846737
0	 4	 0.850306
1	 4	 0.8471
2	 4	 0.835529
3	 4	 0.801264
4	 4	 0.712678
5	 4	 0.544861
6	 4	 0.357921
7	 4	 0.243735
8	 4	 0.198465
9	 4	 0.184155
10	 4	 0.180591
11	 4	 0.182271
12	 4	 0.192801
13	 4	 0.226682
14	 4	 0.310249
15	 4	 0.450613
16	 4	 0.594465
17	 4	 0.68738
18	 4	 0.722183
19	 4	 0.705889
20	 4	 0.633576
21	 4	 0.501983
22	 4	 0.349315
23	 4	 0.241656
24	 4	 0.19745
25	 4	 0.206113
26	 4	 0.289835
27	 4	 0.483933
28	 4	 0.694734
29	 4	 0.803455
30	 4	 0.839315
31	 4	 0.848938
0	 5	 0.852752
1	 5	 0.852247
2	 5	 0.847053
3	 5	 0.827629
4	 5	 0.765609
5	 5	 0.616633
6	 5	 0.410576
7	 5	 0.266349
8	 5	 0.205624
9	 5	 0.185959
10	 5	 0.181165
11	 5	 0.184439
12	 5	 0.202529
13	 5	 0.25987
14	 5	 0.393
15	 5	 0.580607
16	 5	 0.72545
17	 5	 0.794774
18	 5	 0.816071
19	 5	 0.807208
20	 5	 0.760082
21	 5	 0.646329
22	 5	 0.464969
23	 5	 0.30044
24	 5	 0.219587
25	 5	 0.210998
26	 5	 0.278763
27	 5	 0.455588
28	 5	 0.670534
29	 5	 0.793824
30	 5	 0.837248
31	 5	 0.849696
0	 6	 0.852608
1	 6	 0.853052
2	 6	 0.849218
3	 6	 0.832957
4	 6	 0.777508
5	 6	 0.635077
6	 6	 0.425296
7	 6	 0.272512
8	 6	 0.207065
9	 6	 0.185762
10	 6	 0.1808
11	 6	 0.185682
12	 6	 0.210476
13	 6	 0.288177
14	 6	 0.457958
15	 6	 0.662547
16	 6	 0.787017
17	 6	 0.834075
18	 6	 0.846634
19	 6	 0.842402
20	 6	 0.814905
21	 6	 0.731519
22	 6	 0.556762
23	 6	 0.356475
24	 6	 0.24161
25	 6	 0.214847
26	 6	 0.264404
27	 6	 0.417035
28	 6	 0.630445
29	 6	 0.773637
30	 6	 0.830241
31	 6	 0.847761
0	 7	 0.847014
1	 7	 0.847895
2	 7	 0.842067
3	 7	 0.820022
4	 7	 0.752883
5	 7	 0.599687
6	 7	 0.397085
7	 7	 0.259238
8	 7	 0.201865
9	 7	 0.183291
10	 7	 0.17916
11	 7	 0.184818
12	 7	 0.212426
13	 7	 0.299249
14	 7	 0.48473
15	 7	 0.692744
16	 7	 0.805582
17	 7	 0.843704
18	 7	 0.853257
19	 7	 0.850732
20	 7	 0.830992
21	 7	 0.763449
22	 7	 0.600331
23	 7	 0.387629
24	 7	 0.254202
25	 7	 0.214424
26	 7	 0.24545
27	 7	 0.365884
28	 7	 0.56481
29	 7	 0.730631
30	 7	 0.810222
31	 7	 0.838471
0	 8	 0.824895
1	 8	 0.82669
2	 8	 0.814605
3	 8	 0.775932
4	 8	 0.681336
5	 8	 0.514091
6	 8	 0.338111
7	 8	 0.234027
8	 8	 0.192917
9	 8	 0.179588
10	 8	 0.176601
11	 8	 0.181691
12	 8	 0.207033
13	 8	 0.289142
14	 8	 0.470579
15	 8	 0.681952
16	 8	 0.800046
17	 8	 0.840393
18	 8	 0.850369
19	 8	 0.847392
20	 8	 0.826169
21	 8	 0.755914
22	 8	 0.59176
23	 8	 0.38276
24	 8	 0.252068
25	 8	 0.209158
26	 8	 0.224621
27	 8	 0.307624
28	 8	 0.470572
29	 8	 0.646544
30	 8	 0.757973
31	 8	 0.807483
0	 9	 0.754557
1	 9	 0.759227
2	 9	 0.736283
3	 9	 0.673129
4	 9	 0.554453
5	 9	 0.399812
6	 9	 0.274023
7	 9	 0.209448
8	 9	 0.184741
9	 9	 0.176315
10	 9	 0.173994
11	 9	 0.177343
12	 9	 0.196729
13	 9	 0.263701
14	 9	 0.424573
15	 9	 0.637838
16	 9	 0.77525
17	 9	 0.826944
18	 9	 0.839307
19	 9	 0.832337
20	 9	 0.798992
21	 9	 0.70767
22	 9	 0.53319
23	 9	 0.345314
24	 9	 0.23777
25	 9	 0.20179
26	 9	 0.207241
27	 9	 0.255132
28	 9	 0.363271
29	 9	 0.513143
30	 9	 0.642952
31	 9	 0.720492
0	 10	 0.592224
1	 10	 0.602138
2	 10	 0.575663
3	 10	 0.508556
4	 10	 0.406794
5	 10	 0.302076
6	 10	 0.230319
7	 10	 0.195252
8	 10	 0.180892
9	 10	 0.174934
10	 10	 0.172302
11	 10	 0.173358
12	 10	 0.185864
13	 10	 0.234301
14	 10	 0.364207
15	 10	 0.568993
16	 10	 0.729879
17	 10	 0.799047
18	 10	 0.813145
19	 10	 0.793639
20	 10	 0.732225
21	 10	 0.607953
22	 10	 0.435492
23	 10	 0.291642
24	 10	 0.219828
25	 10	 0.196521
26	 10	 0.197746
27	 10	 0.220482
28	 10	 0.275273
29	 10	 0.365286
30	 10	 0.466498
31	 10	 0.546841
0	 11	 0.387196
1	 11	 0.400938
2	 11	 0.393011
3	 11	 0.361274
4	 11	 0.310947
5	 11	 0.258705
6	 11	 0.219939
7	 11	 0.196714
8	 11	 0.183869
9	 11	 0.176611
10	 11	 0.172315
11	 11	 0.171106
12	 11	 0.17826
13	 11	 0.211757
14	 11	 0.311236
15	 11	 0.494221
16	 11	 0.666768
17	 11	 0.749376
18	 11	 0.757048
19	 11	 0.708909
20	 11	 0.60693
21	 11	 0.465236
22	 11	 0.329455
23	 11	 0.243692
24	 11	 0.207163
25	 11	 0.196772
26	 11	 0.197734
27	 11	 0.206713
28	 11	 0.227345
29	 11	 0.263318
30	 11	 0.310011
31	 11	 0.355006
0	 12	 0.261081
1	 12	 0.278439
2	 12	 0.297128
3	 12	 0.309875
4	 12	 0.306468
5	 12	 0.284946
6	 12	 0.253103
7	 12	 0.221475
8	 12	 0.197588
9	 12	 0.182839
10	 12	 0.174698
11	 12	 0.171545
12	 12	 0.176462
13	 12	 0.203293
14	 12	 0.284671
15	 12	 0.442763
16	 12	 0.604406
17	 12	 0.679713
18	 12	 0.662147
19	 12	 0.572719
20	 12	 0.446248
21	 12	 0.329156
22	 12	 0.251898
23	 12	 0.215527
24	 12	 0.204552
25	 12	 0.204402
26	 12	 0.207017
27	 12	 0.209792
28	 12	 0.213741
29	 12	 0.221021
30	 12	 0.232198
31	 12	 0.245882
0	 13	 0.22156
1	 13	 0.250212
2	 13	 0.302146
3	 13	 0.363306
4	 13	 0.402206
5	 13	 0.3977
6	 13	 0.351776
7	 13	 0.286234
8	 13	 0.229877
9	 13	 0.196074
10	 13	 0.180171
11	 13	 0.175598
12	 13	 0.183022
13	 13	 0.215161
14	 13	 0.299008
15	 13	 0.443127
16	 13	 0.57625
17	 13	 0.618159
18	 13	 0.558348
19	 13	 0.43551
20	 13	 0.318108
21	 13	 0.245695
22	 13	 0.21435
23	 13	 0.207602
