x	y	c
0	 0	 0.700623
1	 0	 0.534478
2	 0	 0.358826
3	 0	 0.247811
4	 0	 0.199481
5	 0	 0.184304
6	 0	 0.183838
7	 0	 0.190007
8	 0	 0.198382
9	 0	 0.205012
10	 0	 0.206811
11	 0	 0.203354
12	 0	 0.197077
13	 0	 0.191337
14	 0	 0.188819
15	 0	 0.191817
16	 0	 0.202987
17	 0	 0.22419
18	 0	 0.251479
19	 0	 0.271578
20	 0	 0.271244
21	 0	 0.250366
22	 0	 0.221454
23	 0	 0.199389
24	 0	 0.1973
25	 0	 0.237868
26	 0	 0.365361
27	 0	 0.57708
28	 0	 0.743704
29	 0	 0.811356
30	 0	 0.821574
31	 0	 0.791706
0	 1	 0.764825
1	 1	 0.657977
2	 1	 0.506064
3	 1	 0.365553
4	 1	 0.27263
5	 1	 0.223251
6	 1	 0.201453
7	 1	 0.194843
8	 1	 0.195174
9	 1	 0.197079
10	 1	 0.197514
11	 1	 0.195618
12	 1	 0.192392
13	 1	 0.189965
14	 1	 0.190974
15	 1	 0.198054
16	 1	 0.212594
17	 1	 0.232505
18	 1	 0.250446
19	 1	 0.256002
20	 1	 0.243885
21	 1	 0.219999
22	 1	 0.196129
23	 1	 0.180944
24	 1	 0.181158
25	 1	 0.214882
26	 1	 0.327138
27	 1	 0.537061
28	 1	 0.723377
29	 1	 0.806214
30	 1	 0.826347
31	 1	 0.81422
0	 2	 0.808037
1	 2	 0.756782
2	 2	 0.664892
3	 2	 0.542455
4	 2	 0.417103
5	 2	 0.31448
6	 2	 0.247923
7	 2	 0.214844
8	 2	 0.202254
9	 2	 0.198316
10	 2	 0.196478
11	 2	 0.194444
12	 2	 0.192847
13	 2	 0.194651
14	 2	 0.204862
15	 2	 0.228712
16	 2	 0.266088
17	 2	 0.306633
18	 2	 0.333088
19	 2	 0.331162
20	 2	 0.299278
21	 2	 0.251915
22	 2	 0.209799
23	 2	 0.184462
24	 2	 0.178551
25	 2	 0.203464
26	 2	 0.299474
27	 2	 0.500572
28	 2	 0.70211
29	 2	 0.800179
30	 2	 0.829104
31	 2	 0.82889
0	 3	 0.831401
1	 3	 0.812475
2	 3	 0.773042
3	 3	 0.702559
4	 3	 0.59345
5	 3	 0.455699
6	 3	 0.329166
7	 3	 0.250793
8	 3	 0.215958
9	 3	 0.203028
10	 3	 0.197976
11	 3	 0.19569
12	 3	 0.197075
13	 3	 0.208436
14	 3	 0.241607
15	 3	 0.306716
16	 3	 0.393857
17	 3	 0.472441
18	 3	 0.514669
19	 3	 0.507008
20	 3	 0.44857
21	 3	 0.356108
22	 3	 0.265899
23	 3	 0.208062
24	 3	 0.18596
25	 3	 0.200268
26	 3	 0.281661
27	 3	 0.470829
28	 3	 0.682333
29	 3	 0.794253
30	 3	 0.830628
31	 3	 0.837462
0	 4	 0.842569
1	 4	 0.837113
2	 4	 0.82338
3	 4	 0.791776
4	 4	 0.721535
5	 4	 0.589933
6	 4	 0.421749
7	 4	 0.293905
8	 4	 0.231705
9	 4	 0.208064
10	 4	 0.199692
11	 4	 0.198009
12	 4	 0.205341
13	 4	 0.235024
14	 4	 0.310378
15	 4	 0.43773
16	 4	 0.572827
17	 4	 0.666407
18	 4	 0.707092
19	 4	 0.699066
20	 4	 0.638165
21	 4	 0.519189
22	 4	 0.370961
23	 4	 0.256638
24	 4	 0.203895
25	 4	 0.203574
26	 4	 0.271218
27	 4	 0.446766
28	 4	 0.66347
29	 4	 0.788025
30	 4	 0.831164
31	 4	 0.842219
0	 5	 0.847509
1	 5	 0.84655
2	 5	 0.84154
3	 5	 0.825819
4	 5	 0.77922
5	 5	 0.664896
6	 5	 0.482375
7	 5	 0.323312
8	 5	 0.241497
9	 5	 0.210354
10	 5	 0.200198
11	 5	 0.200423
12	 5	 0.216429
13	 5	 0.271399
14	 5	 0.397656
15	 5	 0.573821
16	 5	 0.713476
17	 5	 0.784521
18	 5	 0.809275
19	 5	 0.804729
20	 5	 0.765436
21	 5	 0.66561
22	 5	 0.495322
23	 5	 0.324544
24	 5	 0.230688
25	 5	 0.211197
26	 5	 0.264409
27	 5	 0.423811
28	 5	 0.641315
29	 5	 0.779033
30	 5	 0.829966
31	 5	 0.844434
0	 6	 0.848195
1	 6	 0.848128
2	 6	 0.844106
3	 6	 0.829917
4	 6	 0.78529
5	 6	 0.671381
6	 6	 0.485226
7	 6	 0.322152
8	 6	 0.238951
9	 6	 0.207894
10	 6	 0.198604
11	 6	 0.201503
12	 6	 0.226017
13	 6	 0.304264
14	 6	 0.469595
15	 6	 0.663645
16	 6	 0.783015
17	 6	 0.83013
18	 6	 0.843973
19	 6	 0.841805
20	 6	 0.819328
21	 6	 0.748427
22	 6	 0.590103
23	 6	 0.388074
24	 6	 0.257927
25	 6	 0.219032
26	 6	 0.25683
27	 6	 0.395615
28	 6	 0.608002
29	 6	 0.761426
30	 6	 0.824186
31	 6	 0.843398
0	 7	 0.841688
1	 7	 0.840621
2	 7	 0.83227
3	 7	 0.808292
4	 7	 0.745624
5	 7	 0.613054
6	 7	 0.431596
7	 7	 0.291709
8	 7	 0.225255
9	 7	 0.201396
10	 7	 0.19497
11	 7	 0.199938
12	 7	 0.228805
13	 7	 0.318395
14	 7	 0.500921
15	 7	 0.698021
16	 7	 0.804892
17	 7	 0.842024
18	 7	 0.851934
19	 7	 0.850483
20	 7	 0.834157
21	 7	 0.77697
22	 7	 0.631536
23	 7	 0.421374
24	 7	 0.27357
25	 7	 0.222285
26	 7	 0.245283
27	 7	 0.357484
28	 7	 0.553738
29	 7	 0.723704
30	 7	 0.80598
31	 7	 0.834331
0	 8	 0.814397
1	 8	 0.810042
2	 8	 0.789671
3	 8	 0.742025
4	 8	 0.646633
5	 8	 0.498524
6	 8	 0.346243
7	 8	 0.249725
8	 8	 0.208103
9	 8	 0.193765
10	 8	 0.190324
11	 8	 0.195594
12	 8	 0.222607
13	 8	 0.307472
14	 8	 0.485417
15	 8	 0.685334
16	 8	 0.797951
17	 8	 0.837863
18	 8	 0.848235
19	 8	 0.845863
20	 8	 0.826994
21	 8	 0.765258
22	 8	 0.617156
23	 8	 0.412324
24	 8	 0.270615
25	 8	 0.21893
26	 8	 0.230194
27	 8	 0.310881
28	 8	 0.472987
29	 8	 0.648068
30	 8	 0.75634
31	 8	 0.801724
0	 9	 0.729654
1	 9	 0.718912
2	 9	 0.679168
3	 9	 0.604105
4	 9	 0.492183
5	 9	 0.366505
6	 9	 0.268677
7	 9	 0.216384
8	 9	 0.195252
9	 9	 0.187925
10	 9	 0.186043
11	 9	 0.189775
12	 9	 0.210081
13	 9	 0.277302
14	 9	 0.430662
15	 9	 0.629561
16	 9	 0.763043
17	 9	 0.817255
18	 9	 0.831267
19	 9	 0.824539
20	 9	 0.792349
21	 9	 0.708226
22	 9	 0.548086
23	 9	 0.365651
24	 9	 0.252366
25	 9	 0.211612
26	 9	 0.215889
27	 9	 0.265337
28	 9	 0.375933
29	 9	 0.523833
30	 9	 0.644366
31	 9	 0.70926
0	 10	 0.551025
1	 10	 0.536591
2	 10	 0.49286
3	 10	 0.425555
4	 10	 0.346361
5	 10	 0.274977
6	 10	 0.226928
